state,chr_release_year,unemployment_rate,pct_frequent_mental_distress,income_inequality,social_associations,pct_uninsured,drug_overdose_deaths,pct_excessive_drinking,pct_adult_smoking
Virginia,2022,6.24415355,13.02538194,4.7632844209,11.177996323,9.20834667,20.414317444,17.30186032,14.15932868
Virginia,2023,3.90995005,12.62957259,4.8073692363,10.995786888,8.55787361,20.414317444,16.94174451,13.900000000000002
Washington,2019,4.759873290000001,11.61044096,4.4982712391,8.7074643249,6.88902976,15.390530246,18.17591265,13.94537086
Washington,2020,4.50284003,12.55346781,4.4293193717,8.6527442284,7.09140155,15.452554719,17.43002478,13.48905711
Washington,2021,4.25238327,12.2614988,4.4385013325,8.5341680566,7.4924295,15.9246491,17.11205566,12.12814269
Washington,2022,8.406096439999999,13.81485858,4.3761435296,8.4610512584,7.74725701,18.192884498,16.48278462,12.750775850000002
Washington,2023,5.2324828199999995,14.1205711,4.3952090834,8.3263881776,7.40817346,18.192884498,17.976865410000002,11.6
West Virginia,2019,5.20202046,17.20940305,4.8943568831,12.937564374,6.51683138,47.039866606,11.8329195,24.80541137
West Virginia,2020,5.25562615,18.22744223,4.9078075327,13.128787124,7.50986169,49.772676048,12.25324606,26.006909649999997
West Virginia,2021,4.90833418,19.53559265,4.981531176,13.03554262,7.79976029,49.872216299,14.41609966,26.926760709999996
West Virginia,2022,8.348565950000001,22.26076798,4.9609898257,13.146243026,8.10068382,56.773785076,15.17629912,26.136434790000003
West Virginia,2023,5.03251013,18.65309176,5.063282439,12.825059797,8.43129716,56.773785076,13.52766813,24.0
Wisconsin,2019,3.2891115399999995,11.94299758,4.2688586455,11.589095694,6.2817298699999995,18.039231784,26.22237368,17.056717839999997
Wisconsin,2020,3.00022245,12.22937808,4.2521638777,11.586609779,6.41678678,19.151404157,24.20335297,16.02475908
Wisconsin,2021,3.34717591,12.60272763,4.2423367392,11.455959576,6.51173404,19.831930556,27.11260448,17.24017469
Wisconsin,2022,6.28931782,13.45505746,4.2374333861,11.402447842,6.8429834199999995,21.816216324,25.20383947,16.19753928
Wisconsin,2023,3.777663140000001,13.19897756,4.1651854327,11.235020758,6.84251662,21.816216324,26.0777126,16.1
Wyoming,2019,4.2029010200000005,12.03884731,4.237716763,13.441480032,13.41715201,15.077761843,19.87127059,18.94626493
Wyoming,2020,4.05938337,11.65262054,4.2677077524,13.619533414,14.15192159,13.428572904,19.77250944,18.72294486
Wyoming,2021,3.60227195,12.662220330000002,4.2593087508,13.847131134,12.44075227,12.328531159,20.05160328,19.24198445
Wyoming,2022,5.84223932,13.02095119,4.2620315124,13.753565819,14.731303700000002,14.032472522,20.47672947,18.4382754
Wyoming,2023,4.48815292,12.64767103,4.2813260653,13.6692723,14.12362792,14.032472522,19.33019534,19.4
